Age,Weight,Goal,Exercise,Title,Type,Equipment,Level,Rating,Desc
22,93.16232073037318,1,MetaBurn Scapular Retraction Plank Hold,MetaBurn Scapular Retraction Plank Hold,Strength,2,1,6.286607142857143,
52,92.90609224059241,1,FYR Push-Up Plank Hold,FYR Push-Up Plank Hold,Strength,2,1,6.286607142857143,"The straight-arm plank is an exercise targeting the core muscles. It is basically the top of a push-up position, with elbows fully extended and palms on the floor. The position is held for time to target the muscles of the core, as well as the shoulders."
29,70.91851204361197,0,UNS Bird Dog,UNS Bird Dog,Strength,2,1,6.286607142857143,
42,115.46412707096218,2,Ab Wheel Roll-Out - Gethin Variation,Ab Wheel Roll-Out - Gethin Variation,Strength,9,1,6.286607142857143,"The ab wheel roll-out is an exercise targeting the abdominals, often with an inexpensive wheel device with a handle on either side. Many trainers and strength coaches claim it's one of, if no the best exercise for developing strength in the midsection. Beginners may have to start with a limited range of motion or just wheel planks."
38,116.31453238417271,0,3/4 sit-up,3/4 sit-up,Strength,2,1,8.8,"The 3/4 sit-up is a bodyweight exercise focused on the muscles of the core. It is similar to a sit-up, but stops short of the top position. This keeps constant tension on the abs, making it more difficult than traditional sit-ups. It can be performed for time or for reps, with the feet anchored or free, as part of the ab-focused portion of any workout."
53,93.77132621497634,1,Plank up-down,Plank up-down,Strength,2,1,6.286607142857143,"The plank up-down is a variation of the plank push-up that ends in an elbow plank rather than with the chest on the ground. It involves transitioning between the two positions one arm at a time, rather than two. It puts more stress on the triceps and core than traditional planks. It can be performed for time or reps in any bodyweight workout or during the core-focused portion of any workout."
40,104.83959081591303,0,Crunch - Gethin Variation,Crunch - Gethin Variation,Strength,2,1,6.286607142857143,"The crunch is a popular core exercise targeting the rectus abdominis, or ""six-pack"" muscles, as well as the obliques. It has been the centerpiece of many ab-focused workouts, due to both its simplicity and the intense burn and mind-muscle connection it produces. It can be performed for time or reps as part of the ab-focused portion of any workout."
33,92.85805901168106,2,Kneeling cable crunch,Kneeling cable crunch,Strength,3,1,8.9,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher."
56,83.90789133018285,2,Holman Low-Impact Crab Kick,Holman Low-Impact Crab Kick,Strength,2,1,6.286607142857143,
59,96.25740828094754,1,Swiss Ball V-Up With Foot Pass,Swiss Ball V-Up With Foot Pass,Strength,5,1,6.286607142857143,"The exercise ball V-up is a popular movement to target the abdominal muscles, particularly the rectus abdominis or ""six-pack"" muscles. It involves passing an exercise ball or yoga ball back and forth between the hands and feet while performing V-ups. It can be performed for reps or time as part of any ab-focused workout or bodyweight circuit."
56,88.7101016814371,1,Ab wheel roll-out,Ab wheel roll-out,Strength,2,1,6.286607142857143,The ab wheel roll-out is an exercise targeting the abdominals using an inexpensive wheel device with a handle on either side. Many trainers and strength coaches claim it's one of the best exercises for developing strength in the midsection. Beginners may have to start with a limited range of motion or just wheel planks.
31,91.8233103842351,0,Holman Straight Plank with Hand Tap,Holman Straight Plank with Hand Tap,Strength,2,1,6.286607142857143,
48,104.86827873932035,1,Holman Elbow Plank to Renegade Row,Holman Elbow Plank to Renegade Row,Strength,9,1,6.286607142857143,
22,83.66326820142893,1,FYR2 Dumbbell Man-Maker,FYR2 Dumbbell Man-Maker,Strength,4,1,6.286607142857143,
52,52.85278742647309,2,UNS Lat stretch,UNS Lat stretch,Strength,2,1,6.286607142857143,
40,61.479963669264805,1,Exercise ball roll-out,Exercise ball roll-out,Strength,8,1,6.286607142857143,"The exercise ball roll-out is an exercise that strengthens the core, shoulders and upper- back muscles. It starts in a plank-style position, with the arms resting on a ball. Then, roll the ball out in front of you as far as you can while maintaining a strong, neutral spinal position. The lack of stability from the ball increases the degree of difficulty. This is a difficult movement, and beginners may need to use a limited range of motion."
46,80.70250515426768,1,Ab Wheel Roll-Out - Gethin Variation,Ab Wheel Roll-Out - Gethin Variation,Strength,9,1,6.286607142857143,"The ab wheel roll-out is an exercise targeting the abdominals, often with an inexpensive wheel device with a handle on either side. Many trainers and strength coaches claim it's one of, if no the best exercise for developing strength in the midsection. Beginners may have to start with a limited range of motion or just wheel planks."
28,100.73785919118407,2,Scissor Kick,Scissor Kick,Stretching,2,1,7.0,
35,91.52950538171251,2,Holman Alternating Crab Flip to Froggy Push-Up,Holman Alternating Crab Flip to Froggy Push-Up,Strength,2,1,6.286607142857143,
29,95.52059301114177,0,HM Half-Up,HM Half-Up,Strength,2,1,6.286607142857143,
26,83.54952500034011,1,Holman Weighted Split-Leg Pike,Holman Weighted Split-Leg Pike,Strength,9,1,6.286607142857143,
27,93.101941535957,2,Reverse ab roll-out,Reverse ab roll-out,Strength,9,1,6.286607142857143,"The reverse ab roll-out is an exercise targeting the abdominals. It's a twist on the ab wheel roll-out, and is similar to a body saw exercise, only performed on a foam roller. Instead of your arms moving and your lower body remaining stationary, your lower body moves and your arms remain stationary. Beginners may need to use a limited range of motion."
34,73.03122064702634,0,Alternating hanging knee raise,Alternating hanging knee raise,Strength,2,1,6.286607142857143,"The alternating hanging knee raise is an exercise targeting the abs, but which also works the lats and hip flexors. Rather than performing both legs at a time, you lift one knee at a time and alternate with each rep as if marching in place. Knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training."
55,82.91278148876656,0,Holman Towel Reverse Plank Jack,Holman Towel Reverse Plank Jack,Strength,2,1,6.286607142857143,
24,102.09953459164689,1,Holman Wounded Bear Crawl,Holman Wounded Bear Crawl,Strength,2,1,6.286607142857143,
30,111.02829452811848,1,Holman Hands-Elevated Split Jack,Holman Hands-Elevated Split Jack,Strength,2,1,6.286607142857143,
57,80.35587337694722,0,Holman Feet-Elevated Plank Pike Pull,Holman Feet-Elevated Plank Pike Pull,Strength,2,1,6.286607142857143,
59,53.05631603951528,2,Bear crawl hold,Bear crawl hold,Strength,2,1,6.286607142857143,"The bear crawl hold is a static variation of the bear crawl exercise performed for time. It looks simple, but it demands full-body tension and is taxing to the shoulders, core, and legs. It can be done as a full-body warm-up, as part of a bodyweight circuit or flow, or as a build-up to the traditional bear crawl."
26,61.31707809027618,0,Parallel bars leg raise,Parallel bars leg raise,Strength,2,1,6.286607142857143,"The parallel bars leg raise is a bodyweight exercise that targets the abs. It is performed on parallel bars, starting in the top position of a dip. Leg raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training. However, this difficult variation may require some time to build up to those rep ranges."
44,51.460279750407665,1,HM Slow Sit-Up,HM Slow Sit-Up,Strength,2,1,6.286607142857143,
19,95.72841134661311,2,FYR Sprawl,FYR Sprawl,Strength,2,1,6.286607142857143,"The sprawl is an explosive bodyweight exercise that targets the core, upper body, and lower body. It is similar to a burpee, but without a jump at the top and with a plank instead of a push-up at the bottom. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout."
22,73.26202377485762,2,FYR Hollow-Body Rock,FYR Hollow-Body Rock,Strength,2,1,6.286607142857143,"The hollow-body rock is a bodyweight abdominal exercise performed on the floor. It starts with a hollow-body hold and adds a back-and-forth rock that challenges core stability and increases the difficulty of the movement. It can be performed for time or for reps, either in an ab-focused portion of a workout or as part of a circuit workout."
46,87.97350450035572,0,Dumbbell V-Sit Cross Jab,Dumbbell V-Sit Cross Jab,Strength,4,1,9.3,"The dumbbell V-sit cross jab is a hybrid movement that trains the abdominal and shoulder muscles simultaneously. It can address multiple muscle groups in a time-efficient muscle-building or circuit-style workout, while also providing a cardiovascular challenge."
54,84.52937927486596,1,Cocoons,Cocoons,Strength,2,1,9.1,"The cocoon crunch is a bodyweight exercise targeting the ab muscles, the rectus abdominis or ""six-pack"" muscles in particular. It involves bringing your knees to your chest and your arms from overhead to center. It can be performed for time or reps as part of the ab-focused portion of any workout."
55,55.70685426866987,0,Exercise Ball Cable Crunch - Gethin Variation,Exercise Ball Cable Crunch - Gethin Variation,Strength,3,1,6.286607142857143,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps."
55,55.70685426866987,0,Exercise Ball Cable Crunch - Gethin Variation,Exercise Ball Cable Crunch - Gethin Variation,Strength,3,1,6.286607142857143,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps."
36,78.22829527866823,0,Holman Right Hip Drop Push-Up,Holman Right Hip Drop Push-Up,Strength,2,1,6.286607142857143,
25,65.43927874456263,0,Holman Right Hip Drop Push-Up,Holman Right Hip Drop Push-Up,Strength,2,1,6.286607142857143,
18,79.2879852067357,2,Banded crunch,Banded crunch,Strength,0,1,6.286607142857143,"The banded crunch is an exercise targeting the abdominal muscles, particularly the rectus abdominis or ""six-pack"" muscles. The band adds resistance and continuous tension to this popular exercise."
39,64.25047962395699,2,Knee-to-nose pulse,Knee-to-nose pulse,Strength,2,1,6.286607142857143,"The knee-to-nose pulse is a bodyweight exercise that targets the core by pulsing your knee toward your nose. It starts in a straight-arm plank position, and is similar to a mountain climber, but with a hold or pause in the bent-knee position."
34,108.83166843938534,1,Tyler Holt V-Up,Tyler Holt V-Up,Strength,2,1,6.286607142857143,
24,62.19353356047775,1,Holman Alternating Slow L-Raise,Holman Alternating Slow L-Raise,Strength,2,1,6.286607142857143,
42,117.25463860408838,0,Ab Crunch Machine,Ab Crunch Machine,Strength,7,1,8.0,"The machine crunch is a machine-based exercise targeting the abdominal muscles. It involves sitting upright in the machine and curling the torso down toward the chest against some pre-set level of resistance. On some machines, the knees also curl up torward the torso. Crunch machines usually use extra resistance in the form of selectorized weight stacks or plate loading, and are often performed for moderate to high reps, like 8-12 reps per set or higher, as part of the ab-focused portion of a workout."
21,79.11351563028586,0,Standing torso twist stretch,Standing torso twist stretch,Strength,2,1,6.286607142857143,"The standing torso twist stretch is a stretching exercise targeting the lats and core, particularly the obliques. It’s great before a workout or any sporting event that involves a lot of twisting of the upper body."
53,109.23717044133346,0,Exercise ball roll-out,Exercise ball roll-out,Strength,8,1,6.286607142857143,"The exercise ball roll-out is an exercise that strengthens the core, shoulders and upper- back muscles. It starts in a plank-style position, with the arms resting on a ball. Then, roll the ball out in front of you as far as you can while maintaining a strong, neutral spinal position. The lack of stability from the ball increases the degree of difficulty. This is a difficult movement, and beginners may need to use a limited range of motion."
23,94.01353727441617,1,Knee up-down,Knee up-down,Strength,2,1,6.286607142857143,"The knee up-down is a bodyweight exercise that mimics getting up and down from a kneeling position on the floor. It combines the low position of a squat with lunges, bringing some of the benefits of both. It can be done for time or reps as part of a dynamic warm-up or as part of a bodyweight circuit or workout."
48,101.47452090660269,2,MetaBurn Plank To Alternating Side Plank,MetaBurn Plank To Alternating Side Plank,Strength,2,1,6.286607142857143,
36,103.74067216467462,2,Lying cross-over lower back stretch,Lying cross-over lower back stretch,Strength,2,1,6.286607142857143,"The lying cross-over lower back stretch is a simple bodyweight stretch targeting the lower back, hips, and torso. It involves rotating the legs while lying flat on the back. It is commonly included in dynamic warm-ups, but can also be performed as full-body mobility work anytime."
56,85.33914173251125,0,Ab Crunch Machine,Ab Crunch Machine,Strength,7,1,8.0,"The machine crunch is a machine-based exercise targeting the abdominal muscles. It involves sitting upright in the machine and curling the torso down toward the chest against some pre-set level of resistance. On some machines, the knees also curl up torward the torso. Crunch machines usually use extra resistance in the form of selectorized weight stacks or plate loading, and are often performed for moderate to high reps, like 8-12 reps per set or higher, as part of the ab-focused portion of a workout."
44,88.03103663543018,0,Holman Alternating Rolling Elbow Plank,Holman Alternating Rolling Elbow Plank,Strength,2,1,6.286607142857143,
27,85.97971074661075,0,Cat-cow,Cat-cow,Strength,2,1,6.286607142857143,Cat-cow is a traditional yoga pose that is also popular in fitness and strength training. It targets spinal mobility and control of the vertebral column. It can be performed for time or reps as part of a dynamic warm-up or as a mobility or restorative exercise anytime. It can also work as part of a yoga or bodyweight sequence with other poses.
43,91.16408646630555,0,Decline leg lift,Decline leg lift,Strength,2,1,6.286607142857143,"The decline leg lift is a popular bodyweight core exercise targeting the rectus abdominis or ""six-pack"" muscles, particularly the lower abs. It can be performed for time or for reps as part of the core-focused portion of any workout or circuit."
36,52.05761120295551,1,HM Crab Crunch,HM Crab Crunch,Strength,2,1,6.286607142857143,
56,77.68606188943107,2,Exercise Ball Knee Tuck - Gethin Varation,Exercise Ball Knee Tuck - Gethin Varation,Strength,5,1,6.286607142857143,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.
20,92.433209949282,0,Bird dog-,Bird dog-,Strength,2,1,6.286607142857143,"The bird dog is a core exercise designed to help strengthen and stabilize the posterior chain. It involves lifting an opposite-side arm and leg while in a bent-leg tabletop position. It is most commonly performed as part of a dynamic warm-up, or for mobility and muscle activation anytime."
30,91.8406495679105,1,Alternating hanging knee raise,Alternating hanging knee raise,Strength,2,1,6.286607142857143,"The alternating hanging knee raise is an exercise targeting the abs, but which also works the lats and hip flexors. Rather than performing both legs at a time, you lift one knee at a time and alternate with each rep as if marching in place. Knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training."
45,105.50692662239422,0,FYR2 Dumbbell Sit-Up Reach,FYR2 Dumbbell Sit-Up Reach,Strength,4,1,6.286607142857143,
37,95.8506537182476,0,Cross-body mountain climber,Cross-body mountain climber,Strength,2,1,6.286607142857143,"The cross-body mountain climber is a popular bodyweight exercise targeting the muscles of the core, as well as the shoulders, hips, and cardiovascular system. It is different from a traditional mountain climber because you bring the knee to the opposite side of the body rather than simply to the chest. It can be performed for time or reps as part of a dynamic warm-up, for bodyweight cardio or conditioning, or as no-equipment dynamic core training."
45,119.44933214384706,2,Alternating heel-touch,Alternating heel-touch,Strength,2,1,8.0,"The alternating heel-touch is a popular bodyweight exercise that targets the obliques, as well as the rectus abdominis, or ""six-pack"" muscles. It can be performed for time or reps as part of any abs-focused circuit or workout."
25,69.86981700260515,0,Holman Side Plank Hip Drop,Holman Side Plank Hip Drop,Strength,2,1,6.286607142857143,
58,75.1405720766362,2,HM Plank,HM Plank,Strength,2,1,6.286607142857143,
56,76.86930063074574,2,HM Toe Touch,HM Toe Touch,Strength,2,1,6.286607142857143,
18,82.60689649141739,2,FYR2 Kettlebell Juggle,FYR2 Kettlebell Juggle,Strength,6,1,6.286607142857143,
20,108.51986446468466,1,Holman Squat Thrust to Alternating Knee-In,Holman Squat Thrust to Alternating Knee-In,Strength,2,1,6.286607142857143,
30,66.50544657714468,1,30 Landmine Twist,30 Landmine Twist,Strength,2,1,6.286607142857143,"The landmine twist is a rotational abdominal movement performed utilizing an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. It targets the deep muscles of the core, including both the obliques and the transversus abdominus. It can be done fast or slow, for time or reps, either in traditional muscle-focused rep ranges such as 8-12 reps per side."
45,104.32001449248006,2,Tyler Holt Weighted Knee-To-Chest Crunch,Tyler Holt Weighted Knee-To-Chest Crunch,Strength,3,1,6.286607142857143,
42,78.37171281600203,0,HM Right Side Bird-Dog,HM Right Side Bird-Dog,Stretching,2,1,6.286607142857143,
50,92.12987685634059,2,Front kick-through,Front kick-through,Strength,2,1,6.286607142857143,"The front kick-through is a full-body movement that involves moving the legs from a bear crawl position to a balanced one-legged stance. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence."
55,94.27783732584143,0,Holman Feet-Elevated Couch Hill Climber,Holman Feet-Elevated Couch Hill Climber,Strength,2,1,6.286607142857143,
23,76.09940460322541,2,Holman Right Side Diagonal Burpee,Holman Right Side Diagonal Burpee,Strength,2,1,6.286607142857143,
49,85.88306436440635,0,Reverse ab roll-out,Reverse ab roll-out,Strength,9,1,6.286607142857143,"The reverse ab roll-out is an exercise targeting the abdominals. It's a twist on the ab wheel roll-out, and is similar to a body saw exercise, only performed on a foam roller. Instead of your arms moving and your lower body remaining stationary, your lower body moves and your arms remain stationary. Beginners may need to use a limited range of motion."
38,78.9121822253388,1,Decline sit-up twist,Decline sit-up twist,Strength,2,1,6.286607142857143,"The decline sit-up twist is a bodyweight core exercise that targets the obliques, as well as the rectus abdominis or ""six pack"" muscles. Sit-up variations are usually performed for moderate to high reps, such as 10-15 reps per set or more, as part of the core-focused portion of a workout."
33,54.83929503306336,0,Russian twist,Russian twist,Strength,2,1,8.4,"The Russian twist is an exercise targeting the abdominals and the obliques. Beginning from a position that resembles stopping midway through a sit-up, it involves twisting side to side. It can be performed with body weight alone or while holding a weight plate or other object. It is performed by alternating sides with each rep and can be done for time or for a specific number of reps as part of the ab-focused portion of any workout."
38,80.60157721717786,2,Smith machine V-up,Smith machine V-up,Strength,7,1,6.286607142857143,The smith machine V-up is a weighted abdominal exercise that involves pressing a weighted bar upward while performing a V-up. Performing it in a Smith machine eliminates the balance challenge of a free weight. It is usually performed for moderate to high reps in the ab-focused portion of a workout.
28,56.817537478748655,1,HM Tuck-Up Get-Up,HM Tuck-Up Get-Up,Strength,2,1,6.286607142857143,
54,78.35145593562251,0,Holman Hovering Panther Core Stabilizer,Holman Hovering Panther Core Stabilizer,Strength,2,1,6.286607142857143,
53,91.50428798822473,0,HM Mountain Climber,HM Mountain Climber,Strength,2,1,6.286607142857143,
52,90.55904295404505,0,Dumbbell Fix Dumbbell Russian Twist,Dumbbell Fix Dumbbell Russian Twist,Strength,4,1,6.286607142857143,
36,96.38348953058242,0,Holman Right Hand Left Foot Crab Reach,Holman Right Hand Left Foot Crab Reach,Strength,2,1,6.286607142857143,
37,56.66830555682384,0,Holman Ninja Knee Hill Climber,Holman Ninja Knee Hill Climber,Strength,2,1,6.286607142857143,
35,95.64862718713064,1,Holman Straight Plank to Kick-Up,Holman Straight Plank to Kick-Up,Strength,2,1,6.286607142857143,
58,71.8503639687513,1,Kettlebell Windmill,Kettlebell Windmill,Strength,6,1,7.7,"The single-kettlebell windmill is a dynamic kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. It is often used as a functional warm-up or for multi-directional strength work. It doesn't work as well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue."
31,77.93321622959778,1,Suspended Reverse Crunch,Suspended Reverse Crunch,Strength,2,1,7.8,
32,110.0590377745894,1,FYR Mountain Climber,FYR Mountain Climber,Strength,2,1,6.286607142857143,"The mountain climber is a popular bodyweight exercise targeting the muscles of the core, as well as the shoulders, hips, and cardiovascular system. It involves lifting one knee to the chest at a time from a straight-arm plank position. It can be performed for time or reps as part of a dynamic warm-up, for bodyweight cardio or conditioning, or as no-equipment dynamic core training."
48,50.63212828906852,2,Traveling bear crawl,Traveling bear crawl,Strength,2,1,6.286607142857143,"The traveling bear crawl is a more advanced version of the bear crawl exercise that moves side to side rather than front to back. While it looks simple, the traveling bear crawl is an intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning."
18,91.18888433384238,1,Total Fitness Side Plank,Total Fitness Side Plank,Strength,2,1,6.286607142857143,"The side plank is a popular isometric abdominal exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It is sometimes paired with the curl up and bird dog as the “McGill big three” for core strength and stability. It is performed for time and can work in a warm-up or in the core-focused portion of any workout."
20,91.90997860700753,0,Dead bug reach,Dead bug reach,Strength,2,1,8.6,"The dead bug reach is an exercise for strengthening the core in which you alternate lowering your opposing arm and leg simultaneously, controlling the movement with the abdominal muscles. It can be part of a dynamic warm-up to activate the core for other athletics or lifting, or be performed in a circuit or on its own in the ab-focused portion of any workout."
33,77.76618434404934,0,Holman Kettlebell Up to Elbow Down,Holman Kettlebell Up to Elbow Down,Strength,6,1,6.286607142857143,
40,66.59194999758353,1,Holman Towel Wide Hill Climber,Holman Towel Wide Hill Climber,Strength,2,1,6.286607142857143,
28,66.42718267830858,0,Cable Seated Crunch,Cable Seated Crunch,Strength,3,0,7.7,
29,111.85967687625268,1,Lying cross-over lower back stretch,Lying cross-over lower back stretch,Strength,2,1,6.286607142857143,"The lying cross-over lower back stretch is a simple bodyweight stretch targeting the lower back, hips, and torso. It involves rotating the legs while lying flat on the back. It is commonly included in dynamic warm-ups, but can also be performed as full-body mobility work anytime."
27,80.94170616480002,0,Holman Hands-Elevated Burpee,Holman Hands-Elevated Burpee,Strength,2,1,6.286607142857143,
49,73.16225540924204,2,Alternating Exercise Ball Knee Tucks - Gethin Variation,Alternating Exercise Ball Knee Tucks - Gethin Variation,Strength,5,1,6.286607142857143,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.
33,81.41443016819821,2,Holman Elbow Plank Jack to Ninja Knees,Holman Elbow Plank Jack to Ninja Knees,Strength,2,1,6.286607142857143,
25,96.8573281021553,1,Barbell Ab Rollout - On Knees,Barbell Ab Rollout - On Knees,Strength,1,1,8.9,"The barbell roll-out is an abdominal exercise that utilizes a barbell in the place of an ab roller. It is best performed with a barbell that has rotating collars, and is considered more difficult than other ab roller variations. Many lifters may not be able to perform a single rep at first, but once they can perform these for reps, they'll be rewarded with a seriously strong core."
55,60.20295977713262,1,Holman Hands-Elevated Split Jack,Holman Hands-Elevated Split Jack,Strength,2,1,6.286607142857143,
29,81.46036846496165,1,Holman Crab Kick with Hop,Holman Crab Kick with Hop,Strength,2,1,6.286607142857143,
41,91.15190597772708,0,Suicides,Suicides,Strength,2,1,6.286607142857143,
45,116.40083483960036,1,Decline plate sit-up twist,Decline plate sit-up twist,Strength,9,1,6.286607142857143,"The decline plate sit-up twist is a weighted core exercise that works the obliques and rectus abdominis or ""six pack"" muscles, as well as the deep core muscles. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout."
25,67.67694474527934,2,Kneeling cable oblique crunch,Kneeling cable oblique crunch,Strength,3,1,9.0,"The kneeling cable oblique crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the obliques and rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed for moderate to high reps, such as 8-12 reps per set or higher."
45,75.14755235413719,0,FYR2 Medicine Ball Fire-Feet Drill,FYR2 Medicine Ball Fire-Feet Drill,Strength,8,1,6.286607142857143,
53,76.55510129456967,1,FYR Rope Jumping,FYR Rope Jumping,Strength,9,1,6.286607142857143,"Jumping rope is classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance."
43,92.3876710351418,0,Elbow-to-knee crunch,Elbow-to-knee crunch,Strength,2,1,9.1,"The elbow-to-knee crunch is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps as part of the ab-focused portion of any workout."
25,74.97124371280012,0,Holman Side Plank Crunch,Holman Side Plank Crunch,Strength,2,1,6.286607142857143,
45,87.34583477097868,1,Standing dumbbell knee crunch-,Standing dumbbell knee crunch-,Strength,4,1,6.286607142857143,"The standing dumbbell knee crunch is a great way to train the abs while standing up. Additionally, the deltoids are worked because the lifter holds a pair of dumbbells overhead throughout."
45,104.72532308915206,0,Holman Elbow Plank to Walk-Up Pike,Holman Elbow Plank to Walk-Up Pike,Strength,2,1,6.286607142857143,
54,99.37699158785425,2,Lying Leg Pullover,Lying Leg Pullover,Strength,4,1,6.286607142857143,
58,81.24580525588098,2,Hanging Oblique Knee Raise,Hanging Oblique Knee Raise,Strength,2,1,9.0,"The hanging oblique crunch an abdominal exercise that targets both the rectus abdominus or “six-pack” muscles, and the oblique muscles. It can be performed hanging from a bar, or if grip strength is a limitation, by placing the elbows in ab straps. If hanging from a straight bar is uncomfortable to the wrists or shoulder, you can also perform them hanging with a neutral grip (palms facing one another)"
53,110.49513243719183,0,Single-arm bent-over rear delt fly,Single-arm bent-over rear delt fly,Strength,9,1,6.286607142857143,"The single-arm bent-over rear delt fly is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout."
44,89.0698174715704,1,Captain's chair knee raise,Captain's chair knee raise,Strength,9,1,8.6,"The captain's chair knee raise is a bodyweight exercise that targets the abs. It is performed on an apparatus that allows the forearms to rest on pads and the upright torso to hang freely. Knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training."
34,87.79340876515488,0,30 Shoulder Tap,30 Shoulder Tap,Strength,2,1,6.286607142857143,"The shoulder tap is an exercise targeting the abdominals and core. The basic stance matches the top of a push-up position. From there, one hand is raised to tap its opposing shoulder. A tap with each hand to each opposing shoulder equals one rep."
26,52.393143615741074,2,Ab bicycle,Ab bicycle,Strength,2,1,8.8,"The ab bicycle is a bodyweight movement that targets the muscles of the abs, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout."
50,119.06850862500131,0,Partner plank band row,Partner plank band row,Strength,0,1,0.0,The partner plank band row is an abdominal exercise where two partners perform single-arm planks while pulling on the opposite ends of an exercise band. This technique can be done for time or reps in any ab-focused workout.
37,58.60795659707387,0,Feet-elevated bench side plank,Feet-elevated bench side plank,Strength,2,1,6.286607142857143,"The feet-elevated bench side plank is an advanced version of the side plank performed with the feet elevated on a bench. It targets the same muscles as the side plank, including the obliques, shoulders, and lateral hips, but the body angle makes it more difficult than side planks on the floor. Most lifters will need to progress to this version after mastering the basic side plank first."
30,66.17916386993527,2,HM Low Lunge With External Twist And Arm Reach,HM Low Lunge With External Twist And Arm Reach,Strength,2,1,6.286607142857143,
45,53.618778606906886,0,Standing Cable Crunch - Gethin Variation,Standing Cable Crunch - Gethin Variation,Strength,3,1,6.286607142857143,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher."
46,94.80020767858396,0,Holman Alternating Rolling Elbow Plank,Holman Alternating Rolling Elbow Plank,Strength,2,1,6.286607142857143,
30,65.7290823880876,1,Exercise Ball Pull-In,Exercise Ball Pull-In,Strength,5,1,8.9,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.
52,62.60073062309064,1,Cross-Body Crunch - Gethin Variation,Cross-Body Crunch - Gethin Variation,Strength,2,1,6.286607142857143,"The cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. It can be performed for time or reps as part of the ab-focused portion of any workout."
23,56.198890895626896,2,MetaBurn Sit-Up To V-Up,MetaBurn Sit-Up To V-Up,Strength,2,1,6.286607142857143,
35,57.231626998681094,2,30 Hollow-Body Hold,30 Hollow-Body Hold,Strength,2,1,6.286607142857143,"The hollow-body hold is an isometric exercise that increases strength and stability in the core muscles. It is common in gymnastics training, CrossFit training, and as a core tension and bracing drill for lifters and athletes of all types. It is performed for time and can be performed as an activation drill prior to lifting, as part of a circuit, or as equipment-free core training anytime."
