Title,Type,Equipment,Level,Rating,Desc
Gorilla burpee,Strength,Body Only,Intermediate,6.286607142857143,"The gorilla burpee is a variation of the burpee exercise that consists of a reverse lunge on each leg, a full squat, then a standard burpee. It is extra challenging for the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout."
Knee-in to V-out,Strength,Body Only,Intermediate,6.286607142857143,"The knee-in to V-out is a bodyweight abdominal exercise performed on the floor. It is similar to both the reverse crunch and the V-up exercise, but combines elements of both. It primarily targets the muscles of the rectus abdominis, or “six-pack” muscles. It can be performed for reps or time, either as part of an ab-focused workout or as a component of a circuit workout."
Bear crawl push-up,Strength,Body Only,Intermediate,6.286607142857143,"The bear crawl push-up is a variation of the bear crawl hold with a push-up added. It adds an extra coordination and shoulder challenge to an already intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, or as part of a bodyweight circuit or flow."
FYR Front Step,Strength,Body Only,Intermediate,6.286607142857143,
Plank reach,Strength,Body Only,Intermediate,6.286607142857143,"The plank reach is an exercise targeting the entire core, particularly the oblique muscles. It resembles a plank exercise, but the primary difference is that the lifter extends their arms forward, one at time. The core, especially the obliques, must work hard to maintain stability. It can be performed for time, with holds in the reaching position, or for reps."
Eiffel Tower leg raise,Strength,Body Only,Intermediate,6.286607142857143,"The Eiffel Tower leg raise is a bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It is similar to a V-up, but with the added challenge of “drawing” a pyramid shape in the air with the legs during each rep. It can be performed for time or reps in the core-focused portion of any workout."
Straight-arm plank,Strength,Body Only,Intermediate,6.286607142857143,"The straight-arm plank is an exercise targeting the core muscles. It is basically the top of a push-up position, with elbows fully extended and palms on the floor. The position is held for time to target the muscles of the core, as well as the shoulders."
Plank up-down,Strength,Body Only,Intermediate,6.286607142857143,"The plank up-down is a variation of the plank push-up that ends in an elbow plank rather than with the chest on the ground. It involves transitioning between the two positions one arm at a time, rather than two. It puts more stress on the triceps and core than traditional planks. It can be performed for time or reps in any bodyweight workout or during the core-focused portion of any workout."
Frog kick,Strength,Body Only,Intermediate,6.286607142857143,"The frog kick is an explosive bodyweight movement that involves hopping the rear legs up and forward from a straight-arm plank position. It targets the legs, core, and shoulders, but is also a high-intensity conditioning movement that will raise core body temperature and burn serious calories. It can be performed for time or reps as part of any athleticism-focused or fat-loss circuit or workout."
FYR Knees to Chest,Strength,Body Only,Intermediate,6.286607142857143,"The hollow-body alternating knee-to-chest is a core exercise that involves bending the legs while holding the hips and shoulder blades off the ground. It targets the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout."
Front kick-through,Strength,Body Only,Intermediate,6.286607142857143,"The front kick-through is a full-body movement that involves moving the legs from a bear crawl position to a balanced one-legged stance. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence."
FYR Sit-Up,Strength,Body Only,Intermediate,6.286607142857143,"The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench."
FYR Leg Lift,Strength,Body Only,Intermediate,6.286607142857143,The seated leg lift is a bodyweight exercise targeting the muscles of the core and hip flexors. It can be performed for time or reps in the core-focused portion of any workout.
TBS Toes-to-bar,Strength,Body Only,Intermediate,6.286607142857143,"The hanging toes-to-bar is an advanced abdominal exercise in which the lifter touches their feet to a pull-up bar. There are many ways to perform this movement: strict or swinging, arms completely straight or slightly bent, legs straight or bent, each providing unique benefits and challenges. Initially, it may be a difficult move to do for a single rep, but once you build the requisite core, lat, and shoulder strength, it can be performed for higher reps."
FYR Mountain Climber,Strength,Body Only,Intermediate,6.286607142857143,"The mountain climber is a popular bodyweight exercise targeting the muscles of the core, as well as the shoulders, hips, and cardiovascular system. It involves lifting one knee to the chest at a time from a straight-arm plank position. It can be performed for time or reps as part of a dynamic warm-up, for bodyweight cardio or conditioning, or as no-equipment dynamic core training."
Roman Chair Side Ups,Strength,Body Only,Intermediate,6.286607142857143,
Push-Up Roll Out - Gethin Variation,Strength,Body Only,Intermediate,6.286607142857143,
Cross-Body Crunch - Gethin Variation,Strength,Body Only,Intermediate,6.286607142857143,"The cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. It can be performed for time or reps as part of the ab-focused portion of any workout."
Decline leg lift with twist,Strength,Body Only,Intermediate,6.286607142857143,"The decline leg lift with twist is a bodyweight core exercise targeting the obliques and rectus abdominis or ""six-pack"" muscles, particularly the lower abs. It can be performed for time or for reps as part of the core-focused portion of any workout or circuit."
Hanging Leg Raise - Variation Gethin,Strength,Body Only,Intermediate,6.286607142857143,"The hanging leg raise is an exercise targeting the abs and hip flexors. Instead of resting the forearms on the pads of apparatus, hang from a bar. It can be performed for time or reps in the ab-focused portion of any workout."
Butterfly crunch,Strength,Body Only,Intermediate,6.286607142857143,"The butterfly crunch is a popular bodyweight exercise that targets the rectus abdominis, or ""six-pack"" muscles. It gets its name from the position of the elbows and knees, both of which are bent out like wings. It can be performed for time or reps as part of any abs-focused circuit or workout."
Cross-body mountain climber,Strength,Body Only,Intermediate,6.286607142857143,"The cross-body mountain climber is a popular bodyweight exercise targeting the muscles of the core, as well as the shoulders, hips, and cardiovascular system. It is different from a traditional mountain climber because you bring the knee to the opposite side of the body rather than simply to the chest. It can be performed for time or reps as part of a dynamic warm-up, for bodyweight cardio or conditioning, or as no-equipment dynamic core training."
Flat Bench Lying Leg Raise - Gethin Variation,Strength,Body Only,Intermediate,6.286607142857143,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout."
Lying leg lift,Strength,Body Only,Intermediate,6.286607142857143,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout."
Hanging alternating single-leg raise,Strength,Body Only,Intermediate,6.286607142857143,"The hanging alternating single-leg raise is an exercise targeting the abs, but which also works the lats and hip flexors. Rather than performing both legs at a time, you lift one and alternate with each rep. Leg raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training. However, this difficult variation may require some time to build up to those rep ranges."
Plank Walk,Strength,Body Only,Intermediate,6.286607142857143,
Sit-Up - Gethin Variation,Strength,Body Only,Intermediate,6.286607142857143,"The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench."
Plank Push-Up,Strength,Body Only,Intermediate,6.286607142857143,"The plank up-down is a variation of the plank push-up that ends in an elbow plank rather than with the chest on the ground. It involves transitioning between the two positions one arm at a time, rather than two. It puts more stress on the triceps and core than traditional planks. It can be performed for time or reps in any bodyweight workout or during the core-focused portion of any workout."
Decline crunch-,Strength,Body Only,Intermediate,6.286607142857143,"The decline crunch is a popular bodyweight exercise targeting the rectus abdominis or ""six-pack"" muscles, particular the upper abs. It is usually performed for high reps, such as 10-15 reps per set or more, as part of the ab-focused portion of a workout."
Alternating lying leg raise,Strength,Body Only,Intermediate,6.286607142857143,"The alternating lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout."
Decline leg lift,Strength,Body Only,Intermediate,6.286607142857143,"The decline leg lift is a popular bodyweight core exercise targeting the rectus abdominis or ""six-pack"" muscles, particularly the lower abs. It can be performed for time or for reps as part of the core-focused portion of any workout or circuit."
Crunch - Gethin Variation,Strength,Body Only,Intermediate,6.286607142857143,"The crunch is a popular core exercise targeting the rectus abdominis, or ""six-pack"" muscles, as well as the obliques. It has been the centerpiece of many ab-focused workouts, due to both its simplicity and the intense burn and mind-muscle connection it produces. It can be performed for time or reps as part of the ab-focused portion of any workout."
Plank - Gethin Variation,Strength,Body Only,Intermediate,6.286607142857143,"The elbow plank is a popular isometric abdominal exercise. It is common in all types of exercise programs, as well as in group fitness and yoga classes. It targets the muscles of the core, the deep core or transversus abdominis in particular. It is also often prescribed for time to help back pain or to teach proper bracing."
Barbell floor wiper,Strength,Body Only,Intermediate,6.286607142857143,"The barbell floor wiper is a core exercise in which the barbell is held in the locked-out position of a floor press, and the hips and legs are rotated side to side. It targets the oblique muscles of the lateral abdomen, but is also seriously challenging to the deep core and rectus abdominis or ""six-pack"" muscles."
Prison Push-Up,Strength,Body Only,Intermediate,6.286607142857143,
McGill Modified Curl-Up,Strength,Body Only,Intermediate,6.286607142857143,
Cross-body toe-touch,Strength,Body Only,Intermediate,6.286607142857143,"The cross-body toe-touch is a version of the toe-touch stretch where instead of both hands reaching down toward both feet, one hand at a time reaches for the opposing foot. It's a common component in dynamic warm-ups for training or sports, but can also be performed for simple flexibility work anytime."
Toy soldier,Strength,Body Only,Intermediate,6.286607142857143,"The toy soldier is a calisthenics exercise targeting the hip flexors and legs, which are kicked up one at a time. When each leg is at the top of the kick, the opposing hand touches that foot. It's a common warm-up exercise before athletics, but can also help raise core temperature and mobilize a wide range of muscles and joints prior to training."
Natural Glute Ham Raise with Stability Ball,Strength,Body Only,Intermediate,6.286607142857143,
Lateral ape,Strength,Body Only,Intermediate,6.286607142857143,"The lateral ape is an exercise focused on the lower body that involves staying in a low squat position as you hop laterally. It can be performed as part of a dynamic warm-up, to improve hip mobility, or as part of a fat-loss or athleticism-focused circuit workout."
Hollow-body knee tuck,Strength,Body Only,Intermediate,6.286607142857143,"The hollow-body knee tuck is a bodyweight abdominal exercise performed on the floor. It is similar to both the hollow-body hold and the knee tuck or reverse crunch, combining elements of both. It primarily targets the muscles of the rectus abdominis, or “six-pack” muscles. It can be performed for reps or time, either as part of an ab-focused workout or as a component of a circuit workout."
HM Air Jumping Rope,Strength,Body Only,Intermediate,6.286607142857143,
HM Alternating Lunge Reach,Strength,Body Only,Intermediate,6.286607142857143,
HM Alternating Side Plank Reach,Strength,Body Only,Intermediate,6.286607142857143,
HM Superman Plank,Strength,Body Only,Intermediate,6.286607142857143,
HM Table Pose,Strength,Body Only,Intermediate,6.286607142857143,
HM Toe Touch,Strength,Body Only,Intermediate,6.286607142857143,
HM Right Side Bird-Dog,Stretching,Body Only,Intermediate,6.286607142857143,
HM Right Side Crunch,Strength,Body Only,Intermediate,6.286607142857143,
HM Bicycle,Strength,Body Only,Intermediate,6.286607142857143,
HM Bird-Dog Plank,Strength,Body Only,Intermediate,6.286607142857143,
HM Boat Pose,Strength,Body Only,Intermediate,6.286607142857143,
HM Bottoms Up,Strength,Body Only,Intermediate,6.286607142857143,
HM Bridge,Strength,Body Only,Intermediate,6.286607142857143,
HM Running Man Crunch,Cardio,Body Only,Intermediate,6.286607142857143,
HM Seated Twist,Strength,Body Only,Intermediate,6.286607142857143,
HM Side-Bend Pose,Strength,Body Only,Intermediate,6.286607142857143,
HM Side-Plank Arm Wrap,Strength,Body Only,Intermediate,6.286607142857143,
HM Side-Plank with Hip Touch,Strength,Body Only,Intermediate,6.286607142857143,
HM Side-Plank with Kick,Strength,Body Only,Intermediate,6.286607142857143,
HM Side V-Up,Strength,Body Only,Intermediate,6.286607142857143,
HM Crab Crunch,Strength,Body Only,Intermediate,6.286607142857143,
HM Cross-Over Crunch,Strength,Body Only,Intermediate,6.286607142857143,
HM Crunch Pulse,Strength,Body Only,Intermediate,6.286607142857143,
HM Dead Bug,Strength,Body Only,Intermediate,6.286607142857143,
HM Single-Leg Inchworm,Strength,Body Only,Intermediate,6.286607142857143,
HM Floor Jack,Strength,Body Only,Intermediate,6.286607142857143,
HM Floor Wiper,Strength,Body Only,Intermediate,6.286607142857143,
HM Floor Kick,Strength,Body Only,Intermediate,6.286607142857143,
HM Sit-Up,Strength,Body Only,Intermediate,6.286607142857143,
HM Slow Mountain Climber,Strength,Body Only,Intermediate,6.286607142857143,
HM Slow Sit-Up,Strength,Body Only,Intermediate,6.286607142857143,
HM Half-Up,Strength,Body Only,Intermediate,6.286607142857143,
HM Hollow-Body Pulse,Strength,Body Only,Intermediate,6.286607142857143,
HM Hollow Hold,Strength,Body Only,Intermediate,6.286607142857143,
HM Inchworm,Strength,Body Only,Intermediate,6.286607142857143,
HM Right Side Hollow Hold with Pulse,Strength,Body Only,Intermediate,6.286607142857143,
HM Reverse Crunch with Frisbee,Strength,Body Only,Intermediate,6.286607142857143,
HM Left Side Bird-Dog,Strength,Body Only,Intermediate,6.286607142857143,
HM Left Side Crunch,Strength,Body Only,Intermediate,6.286607142857143,
HM Left Side Hollow Hold With Pulse,Strength,Body Only,Intermediate,6.286607142857143,
HM Reverse Crunch,Strength,Body Only,Intermediate,6.286607142857143,
HM Low Lunge With External Twist And Arm Reach,Strength,Body Only,Intermediate,6.286607142857143,
HM Mountain Climber,Strength,Body Only,Intermediate,6.286607142857143,
HM Prison Sit-Up,Strength,Body Only,Intermediate,6.286607142857143,
HM Plank Alternating Hip-Dip,Strength,Body Only,Intermediate,6.286607142857143,
HM Tuck-Up Get-Up,Strength,Body Only,Intermediate,6.286607142857143,
HM Flutter Kick,Strength,Body Only,Intermediate,6.286607142857143,
HM Plank,Strength,Body Only,Intermediate,6.286607142857143,
McGill Pull-Up,Strength,Body Only,Intermediate,6.286607142857143,
AM Leg Lift,Strength,Body Only,Intermediate,6.286607142857143,"The captain's chair leg raise is an exercise that targets the abs and hip flexors. It involves an apparatus that allows the forearms to rest on pads and the upright torso to hang freely. Unlike the Captain’s chair knee raise, the legs are straight here."
AM Decline Abs,Strength,Body Only,Intermediate,6.286607142857143,"The decline sit-up is a core exercise that works the iliopsoas, quads, hip flexors, and adductors. The rectus abdominis and obliques are the stabilizers in this movement."
Hanging crunch,Strength,Body Only,Intermediate,6.286607142857143,"The hanging crunch an abdominal exercise that targets the rectus abdominis or ""six-pack"" muscles. It can be performed hanging from a bar, on a dip station or parallel bars, or if grip strength is a limitation, by placing the elbows in ab straps. If hanging from a straight bar is uncomfortable to the wrists or shoulders, you can also perform them hanging with a neutral grip (palms facing one another). It is similar to a hanging knee raise, but with more spinal curling and a more pronounced ""crunch"" at the top."
Tyler Holt Hanging Toes-To-Bar,Strength,Body Only,Intermediate,6.286607142857143,
Side plank,Strength,Body Only,Intermediate,6.286607142857143,"The side plank is a popular isometric abdominal exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It is sometimes paired with the curl up and bird dog as the “McGill big three” for core strength and stability. It is performed for time and can work in a warm-up or in the core-focused portion of any workout."
Bird dog-,Strength,Body Only,Intermediate,6.286607142857143,"The bird dog is a core exercise designed to help strengthen and stabilize the posterior chain. It involves lifting an opposite-side arm and leg while in a bent-leg tabletop position. It is most commonly performed as part of a dynamic warm-up, or for mobility and muscle activation anytime."
Single-leg curl up,Strength,Body Only,Intermediate,6.286607142857143,"The single-leg curl up is a bodyweight abdominal movement that teaches and reinforces abdominal “bracing” for strength training. It is usually performed along with variations of the bird dog and side plank as the “McGill big three.” The curl up can be performed for time or for reps, with or without pauses at the top position, as part of a warm-up or the core-focused component of any workout."
Single-kettlebell windmill,Strength,Body Only,Intermediate,6.286607142857143,"The single-kettlebell windmill is a dynamic kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. It is often used as a functional warm-up or for multi-directional strength work. It doesn't work as well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue."
UNS Foam Roll Thigh,Strength,Body Only,Intermediate,6.286607142857143,
UNS Inverted row,Strength,Body Only,Intermediate,6.286607142857143,
UNS T-spine rotation with reach,Strength,Body Only,Intermediate,6.286607142857143,
UNS Quadruped thoracic rotation,Strength,Body Only,Intermediate,6.286607142857143,
UNS Pec stretch,Strength,Body Only,Intermediate,6.286607142857143,
UNS Lat stretch,Strength,Body Only,Intermediate,6.286607142857143,
UNS Foam Roll,Strength,Body Only,Intermediate,6.286607142857143,
UNS Foam Roll Lats,Strength,Body Only,Intermediate,6.286607142857143,
UNS Rocking Adductor Stretch,Strength,Body Only,Intermediate,6.286607142857143,
UNS Bird Dog,Strength,Body Only,Intermediate,6.286607142857143,
UNS Jumping Jack,Strength,Body Only,Intermediate,6.286607142857143,
Ab wheel roll-out,Strength,Body Only,Intermediate,6.286607142857143,The ab wheel roll-out is an exercise targeting the abdominals using an inexpensive wheel device with a handle on either side. Many trainers and strength coaches claim it's one of the best exercises for developing strength in the midsection. Beginners may have to start with a limited range of motion or just wheel planks.
Bench mountain climber,Strength,Body Only,Intermediate,6.286607142857143,"The bench mountain climber is a bodyweight exercise that works the core, shoulders, and lower body while burning a lot of calories. Placing the hands on an elevated surface such as a bench decreases the challenge to the shoulders, allowing lifters to focus their work on the other body parts. Mountain climber variations are usually performed at a fast pace for moderate to high reps, such as 8-12 reps per leg or more."
Feet-elevated bench side plank,Strength,Body Only,Intermediate,6.286607142857143,"The feet-elevated bench side plank is an advanced version of the side plank performed with the feet elevated on a bench. It targets the same muscles as the side plank, including the obliques, shoulders, and lateral hips, but the body angle makes it more difficult than side planks on the floor. Most lifters will need to progress to this version after mastering the basic side plank first."
Cross-body sit-up,Strength,Body Only,Intermediate,6.286607142857143,"The cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. It can be performed for time or reps as part of the ab-focused portion of any workout."
Decline kayak,Strength,Body Only,Intermediate,6.286607142857143,"The decline kayak is a core exercise targeting the obliques. It involves making a paddling motion on a decline bench with the feet anchored, using a bar or pipe for weight. It is usually performed for moderate to high reps, at least 8-12 reps per side, as part of the ab-focused portion of a workout or circuit."
30 Decline Reverse Crunch,Strength,Body Only,Intermediate,6.286607142857143,The decline reverse crunch is a core exercise targeting the lower abdominals.
Decline sit-up twist,Strength,Body Only,Intermediate,6.286607142857143,"The decline sit-up twist is a bodyweight core exercise that targets the obliques, as well as the rectus abdominis or ""six pack"" muscles. Sit-up variations are usually performed for moderate to high reps, such as 10-15 reps per set or more, as part of the core-focused portion of a workout."
30 Flat Bench Leg Raise,Strength,Body Only,Intermediate,6.286607142857143,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout."
30 Flutter Kick,Strength,Body Only,Intermediate,6.286607142857143,"The flutter kick is a core exercise where the legs are held off the ground as you flutter your feet over and under each other in small motions. It targets multiple muscles of the core, but particularly the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout."
Chin-up crunch,Strength,Body Only,Intermediate,6.286607142857143,The chin-up crunch is an exercise targeting the core and overall upper-body strength. It combines a chin-up with a knee raise or crunch to give extra emphasis to the core.
30 Gorilla Chin Oblique Crunch,Strength,Body Only,Intermediate,6.286607142857143,
Half Turkish get-up,Strength,Body Only,Intermediate,6.286607142857143,"The half Turkish get-up is a kettlebell movement that focuses on the first portion of the Turkish get-up exercise. It is often taught as a precursor to the full Turkish get-up, but is also a valuable abdominal and shoulder exercise in its own right. It can be performed for reps or time, either in lower rep ranges for strength or higher rep ranges for technique practice or conditioning."
30 Hanging Oblique Crunch,Strength,Body Only,Intermediate,6.286607142857143,"The hanging oblique crunch an abdominal exercise that targets both the rectus abdominus or “six-pack” muscles, and the oblique muscles. It can be performed hanging from a bar, or if grip strength is a limitation, by placing the elbows in ab straps. If hanging from a straight bar is uncomfortable to the wrists or shoulder, you can also perform them hanging with a neutral grip (palms facing one another)"
30 Hollow-Body Hold,Strength,Body Only,Intermediate,6.286607142857143,"The hollow-body hold is an isometric exercise that increases strength and stability in the core muscles. It is common in gymnastics training, CrossFit training, and as a core tension and bracing drill for lifters and athletes of all types. It is performed for time and can be performed as an activation drill prior to lifting, as part of a circuit, or as equipment-free core training anytime."
Parallel bars knee raise,Strength,Body Only,Intermediate,6.286607142857143,"The parallel bars knee raise is a bodyweight exercise that targets the abs. It is performed on parallel bars, starting in the top position of a dip. Knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training."
30 Landmine Twist,Strength,Body Only,Intermediate,6.286607142857143,"The landmine twist is a rotational abdominal movement performed utilizing an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. It targets the deep muscles of the core, including both the obliques and the transversus abdominus. It can be done fast or slow, for time or reps, either in traditional muscle-focused rep ranges such as 8-12 reps per side."
Parallel bars leg raise,Strength,Body Only,Intermediate,6.286607142857143,"The parallel bars leg raise is a bodyweight exercise that targets the abs. It is performed on parallel bars, starting in the top position of a dip. Leg raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training. However, this difficult variation may require some time to build up to those rep ranges."
Otis-up-,Strength,Body Only,Intermediate,6.286607142857143,"The Otis-up is a weighted exercise focusing on the abdominal muscles and the shoulders to a lesser degree. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also involves the obliques and deep core muscles. It is normally performed on a decline bench holding a weight plate, but can also be performed with a dumbbell, kettlebell, or other weight."
30 Shoulder Tap,Strength,Body Only,Intermediate,6.286607142857143,"The shoulder tap is an exercise targeting the abdominals and core. The basic stance matches the top of a push-up position. From there, one hand is raised to tap its opposing shoulder. A tap with each hand to each opposing shoulder equals one rep."
30 Spider Crawl,Strength,Body Only,Intermediate,6.286607142857143,"The spider crawl is a bodyweight exercise that involves crawling on the floor with the knees outside of the elbows. It is different from a leopard crawl in that the hips are higher, and it's different from a bear crawl because the knees are wider. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning."
Spider crunch,Strength,Body Only,Intermediate,6.286607142857143,"The spider crunch is a core exercise that begins in a straight-arm plank position and involves raising one knee toward your same-side elbow to target the obliques. It is similar to a mountain climber, but with the knees out wider. It can be performed for time or reps as bodyweight ab training or conditioning."
Toe-touch,Strength,Body Only,Intermediate,6.286607142857143,"The toe-touch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout."
30 Hanging Toes-To-Bar,Strength,Body Only,Intermediate,6.286607142857143,"The hanging toes-to-bar is an advanced abdominal exercise in which the lifter touches their feet to a pull-up bar. There are many ways to perform this movement: strict or swinging, arms completely straight or slightly bent, legs straight or bent, each providing unique benefits and challenges. Initially, it may be a difficult move to do for a single rep, but once you build the requisite core, lat, and shoulder strength, it can be performed for higher reps."
30 V-Up,Strength,Body Only,Intermediate,6.286607142857143,"The V-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a suitcase crunch, but the lower back lifts off the ground at the top of each rep. It can be performed for time or reps in the ab-focused portion of any workout."
Cocoon crunch,Strength,Body Only,Intermediate,6.286607142857143,"The cocoon crunch is a bodyweight exercise targeting the ab muscles, the rectus abdominis or ""six-pack"" muscles in particular. It involves bringing your knees to your chest and your arms from overhead to center. It can be performed for time or reps as part of the ab-focused portion of any workout."
Bench oblique crunch,Strength,Body Only,Intermediate,6.286607142857143,"The bench oblique crunch is an exercise that targets the obliques, the muscles running alongside the rectus abdominis. The range of motion is fairly small, but it still does a great job of working these hard-to-isolate muscles. Like most crunch variations, it is usually performed for moderate to high reps, such as 8-12 reps per set or more."
Full moon-,Strength,Body Only,Intermediate,6.286607142857143,"The full moon is a bodyweight exercise targeting the muscles of the abs. It is similar to a V-up, but with the added challenge of “drawing” a circle shape in the air during each rep. It can be performed for time or reps in the core-focused portion of any workout."
Push-up to side plank,Strength,Body Only,Intermediate,6.286607142857143,"The push-up to side plank is an upper-body and core-focused exercise combining two popular bodyweight movements. It targets the chest, triceps, and shoulders with the push-up, and the obliques and hip external rotator muscles with the side plank. It can be performed as part of a dynamic warm-up or any bodyweight strength-training workout."
Tyler Holt V-Up,Strength,Body Only,Intermediate,6.286607142857143,
Tyler Holt Plank,Strength,Body Only,Intermediate,6.286607142857143,
Tyler Holt Hip-Dip,Strength,Body Only,Intermediate,6.286607142857143,
Suicides,Strength,Body Only,Intermediate,6.286607142857143,
Holman Towel Straight Plank Jack,Strength,Body Only,Intermediate,6.286607142857143,
Holman Towel Hill Climber,Strength,Body Only,Intermediate,6.286607142857143,
Holman Towel Elbow Plank Jack,Strength,Body Only,Intermediate,6.286607142857143,
Holman Towel Elbow Plank Pike,Strength,Body Only,Intermediate,6.286607142857143,
Holman Towel Straight Plank Hand Reach,Strength,Body Only,Intermediate,6.286607142857143,
Holman Towel Wax-On Wax-Off,Strength,Body Only,Intermediate,6.286607142857143,
Holman Towel Wide Hill Climber,Strength,Body Only,Intermediate,6.286607142857143,
Holman Towel Dirty Dog,Strength,Body Only,Intermediate,6.286607142857143,
Holman Straight Plank Shoulder Tap,Strength,Body Only,Intermediate,6.286607142857143,
Holman Killer Abs,Strength,Body Only,Intermediate,6.286607142857143,
Holman Straight Plank Split Jack,Strength,Body Only,Intermediate,6.286607142857143,
Holman Elbow Plank Swim,Strength,Body Only,Intermediate,6.286607142857143,
Holman Elbow Plank Saw,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Straight Plank Toe-Tap Series,Strength,Body Only,Intermediate,6.286607142857143,
Holman Elbow Plank Pike Pull,Strength,Body Only,Intermediate,6.286607142857143,
Holman Hand-Elevated Walk-Over Push-Up,Strength,Body Only,Intermediate,6.286607142857143,
Holman Hands-Elevated Hill Climber,Strength,Body Only,Intermediate,6.286607142857143,
Holman Seated Pike,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Up-Down Plank,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Hand Tap,Strength,Body Only,Intermediate,6.286607142857143,
Holman Reverse Straight Plank with Alternating Heel Pull-In,Strength,Body Only,Intermediate,6.286607142857143,
Holman Elbow Plank,Strength,Body Only,Intermediate,6.286607142857143,
Holman Straight Plank Squat Thrust,Strength,Body Only,Intermediate,6.286607142857143,
Holman Alternating Single-Leg Pike,Strength,Body Only,Intermediate,6.286607142857143,
Holman Knee Pull-In Crunch,Strength,Body Only,Intermediate,6.286607142857143,
Holman Straight Plank with Hand Tap,Strength,Body Only,Intermediate,6.286607142857143,
Holman Straight Plank with Dirty Dog,Strength,Body Only,Intermediate,6.286607142857143,
Holman Elbow Plank Roll,Strength,Body Only,Intermediate,6.286607142857143,
Holman Froggy Push-Up,Strength,Body Only,Intermediate,6.286607142857143,
Holman Straight Plank Hand Tap to Shoulder Tap,Strength,Body Only,Intermediate,6.286607142857143,
Holman In-Out Straight Plank,Strength,Body Only,Intermediate,6.286607142857143,
Holman Bicycle,Strength,Body Only,Intermediate,6.286607142857143,
Holman Alternating Diagonal Knee Pull-in,Strength,Body Only,Intermediate,6.286607142857143,
Holman Elbow Plank with Step-Out,Strength,Body Only,Intermediate,6.286607142857143,
Holman Alternating Slow L-Raise,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Plank with Shoulder Tap,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Inchworm Pike to Straight Plank Push-Up,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Up-Down Elbow Plank,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Plank Pike Pull,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Alternating Single-Leg Hip Raise,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Plank Pike Pull to Push-Up,Strength,Body Only,Intermediate,6.286607142857143,
Holman Standing Heel Click,Strength,Body Only,Intermediate,6.286607142857143,
